ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a59,indicator red slow blow movement 16a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 16a 250vac 125vdc 500a ir surface mount,slow blow,rated breaking capacity at 125 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,16a,ceramic,5 x 20mm,e4,1272j,low,250v,125v,,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,20ms,5.2mm,20mm,500a,16a,,250v,125v,"['A60', 'A58', 'A20', 'A269', 'A23']"
a60,indicator red slow blow movement 16a 250v holder plastic melf 5 x 20mm ceramic tr cccvdeculus electric indicator time lag blow 16a 250vac 125vdc 500a ir surface mount,slow blow,rated breaking capacity at 125 vdc: 1500 a,motor circuit,time lag,,20mm,5.2mm,16a,ceramic,5 x 20mm,e2,1272j,low,250v,125v,,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,20ms,5.2mm,20mm,500a,16a,,250v,125v,"['A60', 'A58', 'A20', 'A269', 'A23']"
a61,indicator fast movement 1a 5 x 15mm glass electric indicator 5 x 15mm,fast,,motor circuit,,,,,1a,glass,5 x 15mm,,,,250v,,,,,,,,,,,,,,,,,"['A62', 'A356', 'A354', 'A467', 'A90']"
a62,indicator fast movement 2a 5 x 15mm glass electric indicator 5 x 15mm,fast,,motor circuit,,,,,2a,glass,5 x 15mm,,,,250v,,,,,,,,,,,,,,,,,"['A61', 'A356', 'A354', 'A579', 'A472']"
a63,indicator holder 20a 500vac solder lug panel mount box indicator accessory indicator holder,,,,,,,,20@csaul10@vdea,,5mm x 20mm6.3mm x 32mm,,,low,,,,panel mount,,,,,,,,49mm,,,,,,"['A66', 'A67', 'A68', 'A73', 'A7']"
a64,indicator holder 16a 250vac solder lug through hole box rotary switch-,,,,,,,,16@csaul10@vdea,,6.3mm x 32mm,,,low,,,,through hole,,,,,,,,,,,,,,"['A65', 'A71', 'A66', 'A69', 'A70']"
a65,indicator holder 16a 250vac solder lug through hole box rotary switch-,,,,,,,,16@csaul10@vdea,,6.3mm x 32mm,,,low,,,,through hole,,,,,,,,,,,,,,"['A65', 'A71', 'A66', 'A69', 'A70']"
a66,indicator holder 20a 250vac solder lug panel mount box indicator accessory,,,,,,,,20@ul10@vdea,,5mm x 20mm6.3mm x 32mm,,,low,,,,panel mount,,,,,,,16.2mm,45mm,,,,,,"['A63', 'A67', 'A7', 'A115', 'A69']"
a67,indicator holder 20a 250vac quick connect panel mount box indicator accessory,,,,,,,,20@ul10@vdea,,5mm x 20mm6.3mm x 32mm,,,low,,,,panel mount,,,,,,,16.2mm,46.5mm,,,,,,"['A72', 'A66', 'A63', 'A7', 'A115']"
a68,indicator holder 30a 500vac through hole pin box indicator accessory,,,,,,,,30@csaul16@vdea,,6.3mm x 32mm,,,low,,,,through hole,,,,,,,14.9mm,,,,,,,"['A73', 'A71', 'A70', 'A69', 'A63']"
a69,indicator holder 6.3a 250vac solder through hole box indicator accessory indicator clip,,,,,,,,6.3a,,5mm x 20mm,,,low,,,,through hole,,,,,,,9.5mm,31mm,,,,,,"['A73', 'A140', 'A141', 'A71', 'A70']"
a70,indicator holder 12a 250vac pin through hole box indicator accessory indicator holder,,,,,,,,12@ul10@vdea,,5mm x 20mm,,,low,,,,through hole,,,,,,,,31.5mm,,,,,,"['A71', 'A73', 'A68', 'A69', 'A76']"
a71,indicator holder 16a 250vac through hole pin box indicator accessory indicator holder,,,,,,,,16@csaul10@vdea,,5mm x 20mm6.3mm x 32mm,,,low,,,,through hole,,,,,,,,45mm,,,,,,"['A73', 'A70', 'A68', 'A69', 'A76']"
a72,indicator holder 10a 250vac panel mount quick connect box indicatorsaccessories,,,,,,,,10@csaul10@vdea,,5mm x 20mm,,,low,,,,panel mount,,,,,,,16.2mm,35.1mm,,,,,,"['A67', 'A66', 'A63', 'A74', 'A75']"
a73,indicator holder 6.3a 250v pin through hole box indicator accessory indicator holder,,,,,,,,6.3@csaula,,,,,low,,,,through hole,,,,,,,9.5mm,,,,,,,"['A71', 'A70', 'A69', 'A68', 'A76']"
a74,indicator holder surface mount tapend reel indicatorsaccessories,,,,,,,,,,,,,low,,,,surface mount,,,,,,,,12mm,,,,,,"['A75', 'A72', 'A532', 'A443', 'A444']"
a75,indicator holder surface mount tapend reel indicatorsaccessories,,,,,,,,,,,,,low,,,,surface mount,,,,,,,,12mm,,,,,,"['A75', 'A72', 'A532', 'A443', 'A444']"
a76,indicator holder 10a 250v snap-in through hole box indicator accessory indicator holder,,,,,,,,10a,,5mm x 20mm,,,low,,,,through hole,,,,,,,,22.5mm,,,,,,"['A73', 'A71', 'A70', 'A69', 'A77']"
a77,indicator holder 10a 500vdc clip holder box indicator accessory,,,,,,,,10@csaul10@vdea,,5mm x 20mm,,,low,,,,holder,,,,,,,,25mm,,,,,,"['A78', 'A79', 'A80', 'A69', 'A142']"
a78,indicator holder 10a 500vdc clip holder box indicator accessory,,,,,,,,10@csaul10@vdea,,5mm x 20mm,,,low,,,,holder,,,,,,,,25mm,,,,,,"['A78', 'A79', 'A80', 'A69', 'A142']"
a79,indicator holder 10a 500vdc clip holder box indicator accessory,,,,,,,,10@csaul10@vdea,,5mm x 20mm,,,low,,,,holder,,,,,,,,25mm,,,,,,"['A78', 'A79', 'A80', 'A69', 'A142']"
a80,indicator holder 10a 500vdc clip holder box indicator accessory,,,,,,,,10@csaul10@vdea,,5mm x 20mm,,,low,,,,holder,,,,,,,,25mm,,,,,,"['A78', 'A79', 'A80', 'A69', 'A142']"
a81,indicator red very fast movement 8a 250v holder plastic 5 x 20mm ceramic box electric indicator super fast blow 8a 250vac 1500a ir inlineholder 5x20mm,very fast,,motor circuit,super fast,,20mm,5.2mm,8a,ceramic,5x20mm,e2,8.32j,low,250v,,2.8typw,holder,inlineholder,2.0,85cel,-40cel,5.2mm  x  20mm,2ms,5.2mm,20mm,1500a,8a,250v,250v,,"['A3', 'A247', 'A278', 'A246', 'A292']"
a82,indicator red very fast movement 6.3a 250v holder plastic 6.3 x 32mm glass box electric indicator super fast blow 6.3a 250vac 1500a ir inlineholder,very fast,,semiconductor protectiontest equipment,super fast,,31.8mm,6.35mm,6.3a,glass,6.3 x 32mm,,2400j,low,250v,,2.4typw,holder,inlineholder,2.0,85cel,-40cel,6.35mm  x  31.8mm,2ms,6.35mm,31.8mm,1500a,6.3a,,250v,,"['A22', 'A475', 'A258', 'A259', 'A81']"
a83,indicator fast movement 4a 5 x 20mm glass electric indicator 5 x 20mm,fast,,motor circuit,,,,,4a,glass,5 x 20mm,,,,,,0.01w,,,,,,,,,,,,,,,"['A280', 'A103', 'A226', 'A113', 'A338']"
a84,indicator 0.002a 250v fast movement 2-pin box indicator,fast,,primary protection in equipment,,,,,0.002a,glass,5 x 20mm,,,low,250v,,1.6w,,,,,,,,,,,,,,,"['A73', 'A71', 'A70', 'A68', 'A711']"
a85,indicator fast movement 0.004a 5 x 20mm glass electric indicator 5 x 20mm,fast,,primary protection in equipment,,,,,0.004a,glass,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A113', 'A281', 'A284', 'A289', 'A83']"
a86,indicator fast movement 0.007a 5 x 20mm glass electric indicator 5 x 20mm,fast,,primary protection in equipment,,,,,0.007a,glass,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A113', 'A281', 'A284', 'A289', 'A83']"
a87,indicator fast movement 0.01a 5 x 20mm glass electric indicator 5 x 20mm,fast,,primary protection in equipment,,,,,0.01a,glass,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A113', 'A281', 'A284', 'A289', 'A83']"
a88,indicator fast movement 0.014a 5 x 20mm glass electric indicator 5 x 20mm,fast,,primary protection in equipment,,,,,0.014a,glass,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A113', 'A281', 'A284', 'A289', 'A83']"
a89,indicator red fast movement 1a 250v axial 5 x 20mm glass box electric indicator very fast blow 1a 250vac 35a ir through hole,fast,,motor circuit,very fast,,22.5mm,5.4mm,1a,glass,5 x 20mm,e3,1.13j,low,250v,,,through hole,through hole,2.0,125cel,-55cel,5.4mm  x  22.5mm,20ms,5.8mm,21.2maxmm,35a,1a,250v,250v,,"['A90', 'A265', 'A264', 'A122', 'A467']"
a90,indicator red fast movement 1a 250v axial 5 x 20mm glass tr electric indicator very fast blow 1a 250vac 35a ir through hole,fast,,motor circuit,very fast,,22.5mm,5.4mm,1a,glass,5 x 20mm,e3,1.13j,low,250v,,,through hole,through hole,2.0,125cel,-55cel,5.4mm  x  22.5mm,20ms,5.8mm,21.2maxmm,35a,1a,250v,250v,,"['A89', 'A265', 'A264', 'A122', 'A467']"
a91,red indicator 5 x 20 mm quick-movement f l 250 vac electric indicator fast blow 1.6a 250vac 35a ir inlineholder 5x20mm,,,,fast,,20mm,5.2mm,,,5x20mm,,2.94j,low,,,,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,35a,1.6a,250v,250v,,"['A105', 'A111', 'A12', 'A478', 'A306']"
a92,indicator red fast movement 3.15a 250v holder plastic 5 x 20mm glass cccpsevdeculus electric indicator fast blow 3.15a 250vac 35a ir inlineholder 5x20mm,fast,,primary protection in equipment,fast,,20mm,5.2mm,3.15a,glass,5x20mm,e2,16.1j,low,250v,,2.5w,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,35a,3.15a,250v,250v,,"['A469', 'A324', 'A14', 'A305', 'A40']"
a93,indicator red fast movement 8a 250v holder plastic 5 x 20mm glass psevdeculus electric indicator fast blow 8a 250vac 80a ir inlineholder 5x20mm,fast,,primary protection in equipment,fast,,20mm,5.2mm,8a,glass,5x20mm,,93.4j,low,250v,,4w,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,10ms,5.2mm,20mm,80a,8a,250v,250v,,"['A301', 'A292', 'A459', 'A247', 'A278']"
a94,indicator 5x20mm electric indicator fast blow 0.063a 250vac  35a ir inlineholder 5x20mm,,,,fast,,20mm,5.2mm,,,5x20mm,,0.00028j,low,,,,,inlineholder,,125cel,-55cel,5.2mm  x  20mm,3ms,,,35a,0.063a,250v,250v,,"['A213', 'A216', 'A260', 'A123', 'A92']"
a95,indicator holder 5 x 20mm electric indicator 5 x 20mm,,,primary protection in equipment,,,,,,,5 x 20mm,,,,,,,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A113', 'A281', 'A284', 'A289', 'A240']"
a96,indicator medium time delay movement 0.63a 5 x 20mm glass electric indicator 5 x 20mm,medium time delay,,motor circuit,,,,,0.63a,glass,5 x 20mm,,,,250v,125v,0.2typw,,,,,,,,,,,,,,,"['A361', 'A367', 'A369', 'A397', 'A399']"
a97,indicator red slow blow movement 1.6a 250v holder plastic 5 x 20mm ceramic box electric indicator medium time lag blow 1.6a 250vac 125vdc 1000a ir inlineholder,slow blow,rated breaking capacity at 125 vdc: 1000 a,motor circuit,medium time lag,,20mm,5.2mm,1.6a,ceramic,5 x 20mm,,3.33j,low,250v,,0.6typw,holder,inlineholder,2.0,85cel,-40cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000a,1.6a,,250v,125v,"['A100', 'A1', 'A98', 'A306', 'A31']"
a98,indicator red medium time delay movement 2.5a 250v holder plastic 5 x 20mm ceramic box electric indicator medium time lag blow 2.5a 250vac 125vdc 1000a ir inlineholder,medium time delay,rated breaking capacity at 125 vdc: 1000 a,motor circuit,medium time lag,,20mm,5.2mm,2.5a,ceramic,5 x 20mm,,10.9j,low,250v,125v,0.8typw,holder,inlineholder,2.0,85cel,-40cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000a,2.5a,,250v,125v,"['A100', 'A387', 'A97', 'A367', 'A369']"
a99,non resettable indicators electric indicator medium time lag blow 4a 250vac 125vdc 1000a ir inlineholder,,rated breaking capacity at 125 vdc: 1000 a,,medium time lag,,20mm,5.2mm,,,,,35.2j,low,,,,holder,inlineholder,2.0,85cel,-40cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000a,4a,,250v,125v,"['A15', 'A16', 'A10', 'A2', 'A4']"
a100,indicator red slow blow movement 6.3a 250v holder plastic 5 x 20mm ceramic box electric indicator medium time lag blow 6.3a 250vac 125vdc 1000a ir inlineholder,slow blow,rated breaking capacity at 125 vdc: 1000 a,motor circuit,medium time lag,,20mm,5.2mm,6.3a,ceramic,5 x 20mm,,159j,low,250v,,1.7typw,holder,inlineholder,2.0,85cel,-40cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000a,6.3a,,250v,125v,"['A98', 'A22', 'A97', 'A110', 'A241']"
a101,indicator slow blow movement 10a 5 x 20mm ceramic electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,10a,ceramic,5 x 20mm,,,,250v,,,,,,,,,,,,,,,,,"['A336', 'A340', 'A21', 'A283', 'A228']"
a102,indicator medium time delay movement 10a 5 x 20mm ceramic electric indicator 5 x 20mm,medium time delay,,motor circuit,,,,,10a,ceramic,5 x 20mm,,,,250v,125v,2.3typw,,,,,,,,,,,,,,,"['A393', 'A363', 'A387', 'A402', 'A385']"
a103,indicator slow blow movement 4a 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,primary protection in equipment,,,,,4a,glass,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A226', 'A83', 'A338', 'A280', 'A217']"
a104,indicator red slow blow movement 0.08a 250v holder plastic 5 x 20mm glass box cccvdeculus electric indicator,slow blow,,primary protection in equipment,,,,,0.08a,glass,5 x 20mm,e2,,low,250v,,1.6w,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A315', 'A108', 'A106', 'A109', 'A263']"
a105,red indicator 5 x 20 mm time-lag t l 250 vac electric indicator,,,,,,,,,,,e2,,low,,,,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A111', 'A91', 'A12', 'A214', 'A215']"
a106,indicator red slow blow movement 1a 250v holder plastic 5 x 20mm glass box cccpsevdeculus electric indicator,slow blow,,primary protection in equipment,,,,,1a,glass,5 x 20mm,,,low,250v,,1.6w,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A108', 'A109', 'A120', 'A110', 'A104']"
a107,indicator red slow blow movement 2a 250v axial 5.4 x 22.5mm glass bulk culus electric indicator time lag blow 2a 250vac 35a ir through hole,slow blow,,primary protection on pcb,time lag,,22.5mm,5.4mm,2a,glass,5.4 x 22.5mm,e3,16j,low,250v,,1.6w,through hole,through hole,2.0,125cel,-55cel,5.4mm  x  22.5mm,20ms,5.4mm,22.5maxmm,35a,2a,,250v,,"['A11', 'A320', 'A295', 'A114', 'A296']"
a108,indicator red slow blow movement 2.5a 250v holder plastic 5 x 20mm glass box cccpsevdeculus electric indicator,slow blow,,primary protection in equipment,,,,,2.5a,glass,5 x 20mm,e2,,low,250v,,1.6w,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A106', 'A109', 'A110', 'A104', 'A1']"
a109,indicator red slow blow movement 4a 250v holder plastic 5 x 20mm glass box cccpsevdeculus electric indicator,slow blow,,primary protection on pcb,,,,,4a,glass,5 x 20mm,e2,,low,250v,,1.6w,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A108', 'A106', 'A110', 'A104', 'A1']"
a110,indicator red slow blow movement 6.3a 250v holder plastic 5 x 20mm glass box cccpsevdeculus electric indicator time lag blow 6.3a 250vac 63a ir l inlineholder 5x20mm,slow blow,,primary protection in equipment,time lag,,20mm,5.2mm,6.3a,glass,5x20mm,e2,190j,low,250v,,1.6w,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,20ms,5.2mm,20mm,63a,6.3a,250v,250v,,"['A313', 'A100', 'A22', 'A108', 'A314']"
a111,red indicator 5 x 20 mm time-lag t l 250 vac electric indicator time lag blow 10a 250vac 100a ir l inlineholder 5x20mm,,,,time lag,,20mm,5.2mm,,,5x20mm,e2,520j,low,,,,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,20ms,5.2mm,20mm,100a,10a,250v,250v,,"['A105', 'A91', 'A12', 'A214', 'A215']"
a112,indicator red slow blow movement 16a 250v holder plastic 5 x 20mm glass box psevdeculus electric indicator time lag blow 16a 250vac 160a ir l inlineholder 5x20mm,slow blow,,primary protection in equipment,time lag,,20mm,5.2mm,16a,glass,5x20mm,e2,1638j,low,250v,,3.3typw,holder,inlineholder,2.0,125cel,-55cel,5.2mm  x  20mm,20ms,5.2mm,20mm,160a,16a,250v,250v,,"['A20', 'A23', 'A59', 'A60', 'A269']"
a113,indicator 5 x 20mm glass electric indicator 5 x 20mm,,,primary protection in equipment,,,,,,glass,5 x 20mm,,,,,,,,,,,,,,,,,,,,,"['A217', 'A281', 'A284', 'A289', 'A83']"
a114,indicator red slow blow movement 2a 250v holder plastic 6.3 x 32mm glass box csa electric indicator time lag blow 2a 250vac 35a ir inlineholder,slow blow,,industrial electronic,time lag,,31.8mm,6.35mm,2a,glass,6.3 x 32mm,,27j,low,250v,,0.2typw,holder,inlineholder,2.0,85cel,-40cel,6.35mm  x  31.8mm,200ms,6.35mm,31.8mm,35a,2a,250v,250v,,"['A472', 'A295', 'A233', 'A234', 'A34']"
a115,indicator red slow blow movement 20a 250v holder plastic 6.3 x 32mm glass box csa electric indicator time lag blow 20a 250vac 200a ir inlineholder,slow blow,,industrial electronic,time lag,,31.8mm,6.35mm,20a,glass,6.3 x 32mm,,3520j,low,250v,,3.3typw,holder,inlineholder,2.0,85cel,-40cel,6.35mm  x  31.8mm,300ms,6.35mm,31.8mm,200a,20a,250v,250v,,"['A7', 'A493', 'A460', 'A484', 'A114']"
a116,indicator red slow blow movement 1.25a 250v holder plastic 5 x 20mm glass box culus electric indicator time lag blow 1.25a 250vac 100a ir inlineholder,slow blow,,motor circuit,time lag,,20mm,5.2mm,1.25a,glass,5 x 20mm,,1.54j,low,250v,,0.288typw,holder,inlineholder,2.0,85cel,-40cel,5.2mm  x  20mm,5000ms,5.2mm,20mm,100a,1.25a,,250v,,"['A473', 'A321', 'A29', 'A474', 'A27']"
a117,indicator electric indicator very fast blow 0.05a 250vac  35a ir inlineholder,,,,very fast,,20mm,5.2mm,,,,,0.00078j,low,,,,,inlineholder,,85cel,-40cel,5.2mm  x  20mm,120000ms,,,35a,0.05a,,250v,,"['A257', 'A312', 'A427', 'A410', 'A669']"
a118,indicator electric indicator very fast blow 6.3a 250vac  200a ir inlineholder,,,,very fast,,20mm,5.2mm,,,,,40.8j,low,,,,,inlineholder,,85cel,-40cel,5.2mm  x  20mm,120000ms,,,200a,6.3a,,250v,,"['A119', 'A454', 'A453', 'A779', 'A803']"
a119,indicator red fast movement 6.3a 250v holder plastic melf 5 x 20mm glass bulk culus electric indicator very fast blow 6.3a 250vac 200a ir inlineholder,fast,,motor circuit,very fast,,20mm,5.2mm,6.3a,glass,5 x 20mm,,40.8j,low,250v,,0.756typw,holder,inlineholder,2.0,85cel,-40cel,5.2mm  x  20mm,120000ms,5.2mm,20mm,200a,6.3a,,250v,,"['A118', 'A475', 'A258', 'A259', 'A82']"
a120,indicator red slow blow movement 1a 250v holder plastic 5 x 20mm csaul indicator,slow blow,,motor circuit,,,,,1a,,5 x 20mm,,,low,250v,,0.27w,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A334', 'A106', 'A467', 'A26', 'A242']"
a121,indicator slow blow movement 2.25a 5 x 20mm glass electric indicator 5 x 20mm,slow blow,,motor circuit,,,,,2.25a,glass,5 x 20mm,,,,250v,,1.2typw,,,,,,,,,,,,,,,"['A323', 'A8', 'A217', 'A336', 'A340']"
a122,indicator 1a 125v fast movement electric indicator very fast blow 1a 125vac 125vdc 100a ir through hole,fast,rated breaking capacity at 125 vdc: 100 a,motor circuit,very fast,,8.8mm,6.4mm,1a,ceramic,,e3,0.07j,low,,,0.1w,,through hole,,125cel,-55cel,6.4mm  x  8.8mm,4ms,,4.6mm,100a,1a,,125v,125v,"['A90', 'A806', 'A89', 'A823', 'A824']"
a123,indicator 0.063a 250v super time lag movement indicator,super time lag,,motor circuit,,,,,0.063a,,5 x 20mm,,,low,250v,,1.6w,,,,,,,,,,,,,,,"['A125', 'A126', 'A124', 'A94', 'A260']"
a124,indicator super time lag movement 0.08a 5 x 20mm electric indicator 5 x 20mm,super time lag,,motor circuit,,,,,0.08a,,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A125', 'A126', 'A315', 'A123', 'A336']"
a125,indicator super time lag movement 0.1a 5 x 20mm electric indicator 5 x 20mm,super time lag,,motor circuit,,,,,0.1a,,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A126', 'A124', 'A334', 'A123', 'A357']"
a126,indicator super time lag movement 0.125a 5 x 20mm electric indicator 5 x 20mm,super time lag,,motor circuit,,,,,0.125a,,5 x 20mm,,,,250v,,1.6w,,,,,,,,,,,,,,,"['A125', 'A124', 'A123', 'A336', 'A340']"
a127,indicator misc non resettable indicators red indicators typ ftt 5x20 indicator,super time lag,,motor circuit,,,,,2.5a,glass,5 x 20mm,,,low,250v,,0.85typw,holder,,2.0,,,,,5.2mm,20mm,,,,,,"['A2', 'A4', 'A441', 'A16', 'A10']"
a128,unknown part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['A129', 'A130', 'A131', 'A144', 'A236']"
a129,unknown part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['A129', 'A130', 'A131', 'A144', 'A236']"
a130,unknown part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['A129', 'A130', 'A131', 'A144', 'A236']"
a131,unknown part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['A129', 'A130', 'A131', 'A144', 'A236']"
a132,indicator electric indicator time lag blow 5a 250vac  10a ir surface mount,,,,time lag,,20mm,5.2mm,,,,e4,102j,low,,,,,surface mount,,125cel,-55cel,5.2mm  x  20mm,20ms,,,10a,5a,,250v,,"['A134', 'A133', 'A55', 'A53', 'A789']"
a133,indicator red slow blow movement 5a 250v holder plastic 5 x 20mm glass tr csavdeculus electric indicator time lag blow 5a 250vac 10a ir l surface mount 5x20mm,slow blow,,primary protection on smd pcb,time lag,,20mm,5.2mm,5a,glass,5 x 20mm,e4,102j,low,250v,,1.6w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,20ms,5.2mm,20mm,10a,5a,250v,250v,,"['A134', 'A299', 'A132', 'A308', 'A341']"
a134,indicator red slow blow movement 10a 250v holder plastic 5 x 20mm glass tr csavdeculus electric indicator time lag blow 10a 250vac 10a ir l surface mount 5x20mm,slow blow,,primary protection on smd pcb,time lag,,20mm,5.2mm,10a,glass,5 x 20mm,e4,520j,low,250v,,4w,holder,surface mount,2.0,125cel,-55cel,5.2mm  x  20mm,20ms,5.2mm,20mm,10a,10a,250v,250v,,"['A133', 'A303', 'A55', 'A445', 'A235']"
a135,indicator subred slow blow movement 0.1a 250v radial 8.5 x 8.5mm thermoplastic bag ccccsapseulvdeculus electric indicator time lag blow 0.1a 250vac 125vdc 35a ir through hole,slow blow,rated breaking capacity at 125 vdc: 50 a,power supply adapter for laptopprimary protection on pcbswitching mode power supply,time lag,,8.5mm,8.5mm,0.1a,thermoplastic,8.5 x 8.5mm,e3,0.08j,low,250v,,0.17w,through hole,through hole,2.0,125cel,-55cel,8.5mm  x  8.5mm,20ms,8.5mm,,35a,0.1a,250v,250v,125v,"['A157', 'A136', 'A90', 'A89', 'A122']"
a136,indicator subred slow blow movement 2.5a 250v 8.5 x 8.5mm thermoplastic cccpsevdeculus electric indicator time lag blow 2.5a 250vac 100a ir through hole,slow blow,,primary protection on pcbpower supply adapter for laptopswitching mode power supply,time lag,,9mm,8.5mm,2.5a,thermoplastic,8.5 x 8.5mm,e3,32j,low,250v,,1w,through hole,through hole,2.0,125cel,-55cel,8.5mm  x  9mm,20ms,8.5mm,,100a,2.5a,250v,250v,,"['A137', 'A135', 'A169', 'A172', 'A175']"
a137,indicator subred slow blow movement 6.3a 250v 8.5 x 8.5mm thermoplastic box cccpsevdeculus electric indicator time lag blow 6.3a 250vac 100a ir through hole,slow blow,,primary protection on pcbpower supply adapter for laptopswitching mode power supply,time lag,,9mm,8.5mm,6.3a,thermoplastic,8.5 x 8.5mm,e3,262j,low,250v,,,through hole,through hole,2.0,125cel,-55cel,8.5mm  x  9mm,20ms,8.5mm,,100a,6.3a,250v,250v,,"['A136', 'A110', 'A163', 'A100', 'A22']"
a138,indicator slow blow movement 0.125a 6.3 x 32mm ceramic electric indicator 6.3 x 32mm,slow blow,,motor circuit,,,,,0.125a,ceramic,6.3 x 32mm,,,,250v,,0.48typw,,,,,,,,,,,,,,,"['A139', 'A494', 'A522', 'A482', 'A489']"
a139,indicator slow blow movement 10a 6.3 x 32mm ceramic electric indicator 6.3 x 32mm,slow blow,,motor circuit,,,,,10a,ceramic,6.3 x 32mm,,,,250v,,2.15typw,,,,,,,,,,,,,,,"['A487', 'A494', 'A522', 'A138', 'A482']"
